z_m,CO2,H2,CO,MeOH,H2O,N2,temperature_k,pressure_bar
0.029086803078140096,0.004461338832936898,0.01493547028276822,0.0003005658413646533,8.767120189541556e-11,0.0002946317031494014,0.0,481.546543078495,29.999607063302467
0.030629927505564557,0.004455428666440307,0.014929451486964184,0.0003064760078252742,8.770589755242703e-11,0.00030010929019436773,0.0,481.60363451985876,29.999586274220064
0.032173051932989014,0.0044496696266730995,0.014923583858234743,0.00031223504755795433,8.773914800852762e-11,0.0003054278863301834,0.0,481.66800626321157,29.999565483434107
0.03371617636041347,0.00444404917271793,0.014917854854568794,0.00031785550147985485,8.777114041917992e-11,0.00031060025383256647,0.0,481.7386173447317,29.99954469066768
0.035740074343479186,0.004436869786492358,0.014910533156867009,0.00032503488766343714,8.781145382115808e-11,0.00031718070295369815,0.0,481.83920073525223,29.99951741634508
0.0377639723265449,0.004429889800492976,0.014903410923101457,0.0003320148736224344,8.785016250187256e-11,0.00032354937671039266,0.0,481.94728708009995,29.999490137773833
0.03978787030961062,0.004423092119238688,0.0148964710558921,0.00033881255483770553,8.788750241043365e-11,0.00032972375581422834,0.0,482.06146943479666,29.999462854601834
0.041811768292676334,0.0044164623321946385,0.014889699142955416,0.000345442341843911,8.792366877664851e-11,0.0003357186058295137,0.0,482.18057171515915,29.999435566547966
0.04383566627574205,0.0044099882193130375,0.01488308296262274,0.0003519164546886785,8.795882466027559e-11,0.0003415464761317849,0.0,482.3036077601509,29.999408273390745
0.04648126644824643,0.004401742973597628,0.014874652094716587,0.0003601617003572352,8.800348190388222e-11,0.0003489304266724531,0.0,482.4690061477672,29.99937258832935
0.04912686662075082,0.004393726651129369,0.014866450244209708,0.00036817802277988105,8.80468973752058e-11,0.00035606729704493466,0.0,482.6382086817463,29.999336893985117
0.0517724667932552,0.004385923277096461,0.014858461433383558,0.00037598139676821285,8.808927656384381e-11,0.0003629736539638516,0.0,482.8100060675005,29.99930119018368
0.054418066965759584,0.004378319496622034,0.014850672304639038,0.0003835851771989269,8.813079049269245e-11,0.0003696634069885026,0.0,482.9834221477927,29.999265476827944
0.05706366713826397,0.004370904058461504,0.014843071604165422,0.0003910006153164659,8.817158297067722e-11,0.0003761483305255087,0.0,483.15766858026393,29.999229753883256
0.060545330326316635,0.004361416284110155,0.014833340147783643,0.00040048838961213,8.822437077800453e-11,0.0003843872362338128,0.0,483.3871875750635,29.999182727185364
0.0640269935143693,0.004352220193225661,0.0148239005142925,0.00040968448044174623,8.827634987364084e-11,0.00039230783130185385,0.0,483.6159315555914,29.999135684055137
0.06750865670242197,0.004343300868987301,0.014814737781912538,0.00041860380462584434,8.832771110710263e-11,0.0003999260447602034,0.0,483.8430612568026,29.999088624728053
0.07099031989047463,0.004334645725531886,0.014805839360054363,0.0004272589480274523,8.837861584233356e-11,0.00040725542743327327,0.0,484.0679440052835,29.999041549504526
0.0744719830785273,0.004326243991111592,0.014797194472443712,0.0004356606823942561,8.842920221234019e-11,0.0004143076753573689,0.0,484.29010663119436,29.99899445873329
0.07912652333217132,0.004315391660154572,0.014786017264686391,0.0004465130132800533,8.849653851399336e-11,0.00042332039393718374,0.0,484.58226416225057,29.998931480753523
0.08378106358581534,0.004304956415276945,0.014775257349062891,0.0004569482580865661,8.856376191052557e-11,0.0004318772434648332,0.0,484.8683778421108,29.99886847666507
0.08843560383945936,0.004294921623831421,0.014764898083384,0.0004669830494608809,8.863107997419536e-11,0.00043999680482772514,0.0,485.1480956772519,29.99880544750652
0.09309014409310339,0.0042852723957230955,0.014754924568381995,0.0004766322774977159,8.869867392801768e-11,0.0004476958405920502,0.0,485.42120467721793,29.998742394339004
0.0977446843467474,0.004275995115777929,0.014745323180047168,0.0004859095573709517,8.876670422810608e-11,0.0004549897690846037,0.0,485.6875892071457,29.998679318232504
